,quarter,expectation,variance,sharpe_ratio
383,2019-Q4,0.083,0.007068427534131933,0.9872262336805891
384,2019-Q4,0.084,0.007372214188409994,0.9783186074632636
385,2019-Q4,0.085,0.007688815727808266,0.9693691614857586
386,2019-Q4,0.086,0.008019744382286942,0.9603248967549712
387,2019-Q4,0.087,0.008365160414118724,0.9512225030237939
388,2019-Q4,0.088,0.008725069731557943,0.9421026358191287
389,2019-Q4,0.089,0.009099453401751023,0.9330015258175935
390,2019-Q4,0.09,0.009488330506279143,0.923948165319602
391,2019-Q4,0.091,0.009891694224846804,0.9149683066148334
392,2019-Q4,0.092,0.010309546742403121,0.9060831233520523
393,2019-Q4,0.093,0.010741882859168148,0.8973104850986567
394,2019-Q4,0.094,0.011188707572307168,0.8886646237047809
395,2019-Q4,0.095,0.011650106282140577,0.8801539889802628
396,2019-Q4,0.096,,0.0
397,2019-Q4,0.097,,0.0
398,2019-Q4,0.098,,0.0
399,2019-Q4,0.099,,0.0
